Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct,is_kept
IL27R,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL27R,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL27R,IL10,unknown,Fake,6,,,TAKEN_OUT
IL27R,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL27R,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL27R,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL27R,IL35,unknown,Fake,6,,,TAKEN_OUT
IL27R,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL27R,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL27R,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL27R,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL27R,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL27R,IL10R,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL21R,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL12R,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL18R,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,JAK1,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL21,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL23,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,TBET,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,THPOK,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,STAT1,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL33R,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL22,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IRF1,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,STAT4,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,PU1,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,EOMES,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,CD8,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,NFKB,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,STAT6,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL4,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,STAT3,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL25,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL9,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL5,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL1R,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL6,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL17,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL4R,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,CD4,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,proliferation,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,NFAT,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IRAK,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL13,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL31,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,PRF1,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,ST2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,GZMB,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,STAT5,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,TGFB,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL3,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL24,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,GATA3,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,RORGT,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL10,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL23R,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,BCL6,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL6R,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL35,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL25R,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL2R,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,CMAF,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IFNG,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IFNA_e,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL21,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL23,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,TBET,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL22,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,PU1,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,CD8,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL4,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL25,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL9,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL5,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL6,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL17,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,CD4,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL13,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL31,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,ST2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL3,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL24,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL10,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL35,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL12RB1_2,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL17,IL21R,unknown,Fake,6,,,KEPT
IL17,IL12R,unknown,Fake,6,,,KEPT
IL17,IL18R,unknown,Fake,6,,,KEPT
IL17,IL12RB2,unknown,Fake,6,,,KEPT
IL17,JAK1,unknown,Fake,6,,,KEPT
IL17,IL21,unknown,Fake,6,,,KEPT
IL17,IL23,unknown,Fake,6,,,KEPT
IL17,TBET,unknown,Fake,6,,,KEPT
IL17,THPOK,unknown,Fake,6,,,KEPT
IL17,IL4RA_2,unknown,Fake,6,,,KEPT
IL17,STAT1,unknown,Fake,6,,,KEPT
IL17,IL33R,unknown,Fake,6,,,KEPT
IL17,IL22,unknown,Fake,6,,,KEPT
IL17,IFNGR_2,unknown,Fake,6,,,KEPT
IL17,IRF1,unknown,Fake,6,,,KEPT
IL17,STAT4,unknown,Fake,6,,,KEPT
IL17,IFNGR,unknown,Fake,6,,,KEPT
IL17,PU1,unknown,Fake,6,,,KEPT
IL17,EOMES,unknown,Fake,6,,,KEPT
IL17,CD8,unknown,Fake,6,,,KEPT
IL17,TBET_2,unknown,Fake,6,,,KEPT
IL17,NFKB,unknown,Fake,6,,,KEPT
IL17,STAT6,unknown,Fake,6,,,KEPT
IL17,SMAD3,unknown,Fake,6,,,KEPT
IL17,STAT1_2,unknown,Fake,6,,,KEPT
IL17,IL4,unknown,Fake,6,,,KEPT
IL17,STAT3,unknown,Fake,6,,,KEPT
IL17,IL25,unknown,Fake,6,,,KEPT
IL17,IL9,unknown,Fake,6,,,KEPT
IL17,TGFBR,unknown,Fake,6,,,KEPT
IL17,IL5,unknown,Fake,6,,,KEPT
IL17,IL1R,unknown,Fake,6,,,KEPT
IL17,IL6,unknown,Fake,6,,,KEPT
IL17,IL12RB1_2,unknown,Fake,6,,,KEPT
IL17,RUNX3,unknown,Fake,6,,,KEPT
IL17,IL17,unknown,Fake,6,,,KEPT
IL17,IL4R,unknown,Fake,6,,,KEPT
IL17,CD4,unknown,Fake,6,,,KEPT
IL17,SMAD2,unknown,Fake,6,,,KEPT
IL17,proliferation,unknown,Fake,6,,,KEPT
IL17,NFAT,unknown,Fake,6,,,KEPT
IL17,STAT5_2,unknown,Fake,6,,,KEPT
IL17,IRAK,unknown,Fake,6,,,KEPT
IL17,IL2,unknown,Fake,6,,,KEPT
IL17,IL2RA,unknown,Fake,6,,,KEPT
IL17,IL13,unknown,Fake,6,,,KEPT
IL17,FOXP3,unknown,Fake,6,,,KEPT
IL17,IL31,unknown,Fake,6,,,KEPT
IL17,PRF1,unknown,Fake,6,,,KEPT
IL17,ST2,unknown,Fake,6,,,KEPT
IL17,GZMB,unknown,Fake,6,,,KEPT
IL17,SOCS1,unknown,Fake,6,,,KEPT
IL17,STAT5,unknown,Fake,6,,,KEPT
IL17,TGFB,unknown,Fake,6,,,KEPT
IL17,IL4R_2,unknown,Fake,6,,,KEPT
IL17,IL2R_2,unknown,Fake,6,,,KEPT
IL17,IL3,unknown,Fake,6,,,KEPT
IL17,IL24,unknown,Fake,6,,,KEPT
IL17,IFNG_2,unknown,Fake,6,,,KEPT
IL17,GATA3,unknown,Fake,6,,,KEPT
IL17,RORGT,unknown,Fake,6,,,KEPT
IL17,IL10,unknown,Fake,6,,,KEPT
IL17,IL23R,unknown,Fake,6,,,KEPT
IL17,BCL6,unknown,Fake,6,,,KEPT
IL17,IL6R,unknown,Fake,6,,,KEPT
IL17,IL35,unknown,Fake,6,,,KEPT
IL17,IL25R,unknown,Fake,6,,,KEPT
IL17,IL2R,unknown,Fake,6,,,KEPT
IL17,CMAF,unknown,Fake,6,,,KEPT
IL17,IFNG,unknown,Fake,6,,,KEPT
IL17,IL1R1,unknown,Fake,6,,,KEPT
IL17,IL10R,unknown,Fake,6,,,KEPT
IL4R,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL4R,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL21,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL23,unknown,Fake,6,,,TAKEN_OUT
IL4R,TBET,unknown,Fake,6,,,TAKEN_OUT
IL4R,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL4R,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL33R,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL22,unknown,Fake,6,,,TAKEN_OUT
IL4R,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL4R,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL4R,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL4R,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL4R,PU1,unknown,Fake,6,,,TAKEN_OUT
IL4R,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL4R,CD8,unknown,Fake,6,,,TAKEN_OUT
IL4R,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL4R,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL4R,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL4R,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL4,unknown,Fake,6,,,TAKEN_OUT
IL4R,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL25,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL9,unknown,Fake,6,,,TAKEN_OUT
IL4R,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL5,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL6,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL4R,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL17,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL4R,CD4,unknown,Fake,6,,,TAKEN_OUT
IL4R,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL4R,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL4R,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL4R,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL2,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL13,unknown,Fake,6,,,TAKEN_OUT
IL4R,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL31,unknown,Fake,6,,,TAKEN_OUT
IL4R,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL4R,ST2,unknown,Fake,6,,,TAKEN_OUT
IL4R,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL4R,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL4R,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL3,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL24,unknown,Fake,6,,,TAKEN_OUT
IL4R,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL4R,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL4R,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL10,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL4R,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL35,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL4R,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL4R,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL4R,IL10R,unknown,Fake,6,,,TAKEN_OUT
CD4,IL21R,unknown,Fake,6,,,TAKEN_OUT
CD4,IL12R,unknown,Fake,6,,,TAKEN_OUT
CD4,IL18R,unknown,Fake,6,,,TAKEN_OUT
CD4,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
CD4,JAK1,unknown,Fake,6,,,TAKEN_OUT
CD4,IL21,unknown,Fake,6,,,TAKEN_OUT
CD4,IL23,unknown,Fake,6,,,TAKEN_OUT
CD4,TBET,unknown,Fake,6,,,TAKEN_OUT
CD4,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
CD4,STAT1,unknown,Fake,6,,,TAKEN_OUT
CD4,IL33R,unknown,Fake,6,,,TAKEN_OUT
CD4,IL22,unknown,Fake,6,,,TAKEN_OUT
CD4,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
CD4,IRF1,unknown,Fake,6,,,TAKEN_OUT
CD4,STAT4,unknown,Fake,6,,,TAKEN_OUT
CD4,IFNGR,unknown,Fake,6,,,TAKEN_OUT
CD4,PU1,unknown,Fake,6,,,TAKEN_OUT
CD4,EOMES,unknown,Fake,6,,,TAKEN_OUT
CD4,CD8,unknown,Fake,6,,,TAKEN_OUT
CD4,TBET_2,unknown,Fake,6,,,TAKEN_OUT
CD4,NFKB,unknown,Fake,6,,,TAKEN_OUT
CD4,STAT6,unknown,Fake,6,,,TAKEN_OUT
CD4,SMAD3,unknown,Fake,6,,,TAKEN_OUT
CD4,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
CD4,IL4,unknown,Fake,6,,,TAKEN_OUT
CD4,STAT3,unknown,Fake,6,,,TAKEN_OUT
CD4,IL25,unknown,Fake,6,,,TAKEN_OUT
CD4,IL9,unknown,Fake,6,,,TAKEN_OUT
CD4,TGFBR,unknown,Fake,6,,,TAKEN_OUT
CD4,IL5,unknown,Fake,6,,,TAKEN_OUT
CD4,IL1R,unknown,Fake,6,,,TAKEN_OUT
CD4,IL6,unknown,Fake,6,,,TAKEN_OUT
CD4,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
CD4,RUNX3,unknown,Fake,6,,,TAKEN_OUT
CD4,IL17,unknown,Fake,6,,,TAKEN_OUT
CD4,IL4R,unknown,Fake,6,,,TAKEN_OUT
CD4,CD4,unknown,Fake,6,,,TAKEN_OUT
CD4,SMAD2,unknown,Fake,6,,,TAKEN_OUT
CD4,proliferation,unknown,Fake,6,,,TAKEN_OUT
CD4,NFAT,unknown,Fake,6,,,TAKEN_OUT
CD4,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
CD4,IRAK,unknown,Fake,6,,,TAKEN_OUT
CD4,IL2,unknown,Fake,6,,,TAKEN_OUT
CD4,IL2RA,unknown,Fake,6,,,TAKEN_OUT
CD4,IL13,unknown,Fake,6,,,TAKEN_OUT
CD4,FOXP3,unknown,Fake,6,,,TAKEN_OUT
CD4,IL31,unknown,Fake,6,,,TAKEN_OUT
CD4,PRF1,unknown,Fake,6,,,TAKEN_OUT
CD4,ST2,unknown,Fake,6,,,TAKEN_OUT
CD4,GZMB,unknown,Fake,6,,,TAKEN_OUT
CD4,SOCS1,unknown,Fake,6,,,TAKEN_OUT
CD4,STAT5,unknown,Fake,6,,,TAKEN_OUT
CD4,TGFB,unknown,Fake,6,,,TAKEN_OUT
CD4,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
CD4,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
CD4,IL3,unknown,Fake,6,,,TAKEN_OUT
CD4,IL24,unknown,Fake,6,,,TAKEN_OUT
CD4,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
CD4,GATA3,unknown,Fake,6,,,TAKEN_OUT
CD4,RORGT,unknown,Fake,6,,,TAKEN_OUT
CD4,IL10,unknown,Fake,6,,,TAKEN_OUT
CD4,IL23R,unknown,Fake,6,,,TAKEN_OUT
CD4,BCL6,unknown,Fake,6,,,TAKEN_OUT
CD4,IL6R,unknown,Fake,6,,,TAKEN_OUT
CD4,IL35,unknown,Fake,6,,,TAKEN_OUT
CD4,IL25R,unknown,Fake,6,,,TAKEN_OUT
CD4,IL2R,unknown,Fake,6,,,TAKEN_OUT
CD4,CMAF,unknown,Fake,6,,,TAKEN_OUT
CD4,IFNG,unknown,Fake,6,,,TAKEN_OUT
CD4,IL1R1,unknown,Fake,6,,,TAKEN_OUT
CD4,IL10R,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL21R,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL12R,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL18R,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,JAK1,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL21,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL23,unknown,Fake,6,,,TAKEN_OUT
SMAD2,TBET,unknown,Fake,6,,,TAKEN_OUT
SMAD2,THPOK,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,STAT1,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL33R,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL22,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IRF1,unknown,Fake,6,,,TAKEN_OUT
SMAD2,STAT4,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IFNGR,unknown,Fake,6,,,TAKEN_OUT
SMAD2,PU1,unknown,Fake,6,,,TAKEN_OUT
SMAD2,EOMES,unknown,Fake,6,,,TAKEN_OUT
SMAD2,CD8,unknown,Fake,6,,,TAKEN_OUT
SMAD2,TBET_2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,NFKB,unknown,Fake,6,,,TAKEN_OUT
SMAD2,STAT6,unknown,Fake,6,,,TAKEN_OUT
SMAD2,SMAD3,unknown,Fake,6,,,TAKEN_OUT
SMAD2,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL4,unknown,Fake,6,,,TAKEN_OUT
SMAD2,STAT3,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL25,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL9,unknown,Fake,6,,,TAKEN_OUT
SMAD2,TGFBR,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL5,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL1R,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL6,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,RUNX3,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL17,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL4R,unknown,Fake,6,,,TAKEN_OUT
SMAD2,CD4,unknown,Fake,6,,,TAKEN_OUT
SMAD2,SMAD2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,proliferation,unknown,Fake,6,,,TAKEN_OUT
SMAD2,NFAT,unknown,Fake,6,,,TAKEN_OUT
SMAD2,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IRAK,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL2RA,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL13,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL31,unknown,Fake,6,,,TAKEN_OUT
SMAD2,PRF1,unknown,Fake,6,,,TAKEN_OUT
SMAD2,ST2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,GZMB,unknown,Fake,6,,,TAKEN_OUT
SMAD2,SOCS1,unknown,Fake,6,,,TAKEN_OUT
SMAD2,STAT5,unknown,Fake,6,,,TAKEN_OUT
SMAD2,TGFB,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL3,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL24,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
SMAD2,GATA3,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL10,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL23R,unknown,Fake,6,,,TAKEN_OUT
SMAD2,BCL6,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL6R,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL35,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL25R,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL2R,unknown,Fake,6,,,TAKEN_OUT
SMAD2,CMAF,unknown,Fake,6,,,TAKEN_OUT
