Regulator,Target,Sign,Model,Confidence Rank,Constraint,Direct,is_kept
SMAD2,IFNG,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL1R1,unknown,Fake,6,,,TAKEN_OUT
SMAD2,IL10R,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL21R,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL12R,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL18R,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
proliferation,JAK1,unknown,Fake,6,,,TAKEN_OUT
proliferation,TBET,unknown,Fake,6,,,TAKEN_OUT
proliferation,THPOK,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
proliferation,STAT1,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL33R,unknown,Fake,6,,,TAKEN_OUT
proliferation,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
proliferation,IRF1,unknown,Fake,6,,,TAKEN_OUT
proliferation,STAT4,unknown,Fake,6,,,TAKEN_OUT
proliferation,IFNGR,unknown,Fake,6,,,TAKEN_OUT
proliferation,PU1,unknown,Fake,6,,,TAKEN_OUT
proliferation,EOMES,unknown,Fake,6,,,TAKEN_OUT
proliferation,CD8,unknown,Fake,6,,,TAKEN_OUT
proliferation,TBET_2,unknown,Fake,6,,,TAKEN_OUT
proliferation,NFKB,unknown,Fake,6,,,TAKEN_OUT
proliferation,STAT6,unknown,Fake,6,,,TAKEN_OUT
proliferation,SMAD3,unknown,Fake,6,,,TAKEN_OUT
proliferation,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
proliferation,STAT3,unknown,Fake,6,,,TAKEN_OUT
proliferation,TGFBR,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL1R,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
proliferation,RUNX3,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL4R,unknown,Fake,6,,,TAKEN_OUT
proliferation,CD4,unknown,Fake,6,,,TAKEN_OUT
proliferation,SMAD2,unknown,Fake,6,,,TAKEN_OUT
proliferation,NFAT,unknown,Fake,6,,,TAKEN_OUT
proliferation,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
proliferation,IRAK,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL2,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL2RA,unknown,Fake,6,,,TAKEN_OUT
proliferation,FOXP3,unknown,Fake,6,,,TAKEN_OUT
proliferation,PRF1,unknown,Fake,6,,,TAKEN_OUT
proliferation,ST2,unknown,Fake,6,,,TAKEN_OUT
proliferation,GZMB,unknown,Fake,6,,,TAKEN_OUT
proliferation,SOCS1,unknown,Fake,6,,,TAKEN_OUT
proliferation,STAT5,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
proliferation,GATA3,unknown,Fake,6,,,TAKEN_OUT
proliferation,RORGT,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL23R,unknown,Fake,6,,,TAKEN_OUT
proliferation,BCL6,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL6R,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL25R,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL2R,unknown,Fake,6,,,TAKEN_OUT
proliferation,CMAF,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL1R1,unknown,Fake,6,,,TAKEN_OUT
proliferation,IL10R,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL21R,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL12R,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL18R,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
NFAT,JAK1,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL23,unknown,Fake,6,,,TAKEN_OUT
NFAT,TBET,unknown,Fake,6,,,TAKEN_OUT
NFAT,THPOK,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
NFAT,STAT1,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL33R,unknown,Fake,6,,,TAKEN_OUT
NFAT,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
NFAT,IRF1,unknown,Fake,6,,,TAKEN_OUT
NFAT,STAT4,unknown,Fake,6,,,TAKEN_OUT
NFAT,IFNGR,unknown,Fake,6,,,TAKEN_OUT
NFAT,PU1,unknown,Fake,6,,,TAKEN_OUT
NFAT,EOMES,unknown,Fake,6,,,TAKEN_OUT
NFAT,CD8,unknown,Fake,6,,,TAKEN_OUT
NFAT,TBET_2,unknown,Fake,6,,,TAKEN_OUT
NFAT,NFKB,unknown,Fake,6,,,TAKEN_OUT
NFAT,STAT6,unknown,Fake,6,,,TAKEN_OUT
NFAT,SMAD3,unknown,Fake,6,,,TAKEN_OUT
NFAT,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
NFAT,STAT3,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL25,unknown,Fake,6,,,TAKEN_OUT
NFAT,TGFBR,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL1R,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL6,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
NFAT,RUNX3,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL4R,unknown,Fake,6,,,TAKEN_OUT
NFAT,CD4,unknown,Fake,6,,,TAKEN_OUT
NFAT,SMAD2,unknown,Fake,6,,,TAKEN_OUT
NFAT,proliferation,unknown,Fake,6,,,TAKEN_OUT
NFAT,NFAT,unknown,Fake,6,,,TAKEN_OUT
NFAT,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
NFAT,IRAK,unknown,Fake,6,,,TAKEN_OUT
NFAT,PRF1,unknown,Fake,6,,,TAKEN_OUT
NFAT,ST2,unknown,Fake,6,,,TAKEN_OUT
NFAT,GZMB,unknown,Fake,6,,,TAKEN_OUT
NFAT,SOCS1,unknown,Fake,6,,,TAKEN_OUT
NFAT,STAT5,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL24,unknown,Fake,6,,,TAKEN_OUT
NFAT,RORGT,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL23R,unknown,Fake,6,,,TAKEN_OUT
NFAT,BCL6,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL6R,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL35,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL25R,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL2R,unknown,Fake,6,,,TAKEN_OUT
NFAT,CMAF,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL1R1,unknown,Fake,6,,,TAKEN_OUT
NFAT,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL21R,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL12R,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL18R,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,JAK1,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL21,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL23,unknown,Fake,6,,,TAKEN_OUT
IL33_e,TBET,unknown,Fake,6,,,TAKEN_OUT
IL33_e,THPOK,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,STAT1,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL22,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IRF1,unknown,Fake,6,,,TAKEN_OUT
IL33_e,STAT4,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IL33_e,PU1,unknown,Fake,6,,,TAKEN_OUT
IL33_e,EOMES,unknown,Fake,6,,,TAKEN_OUT
IL33_e,CD8,unknown,Fake,6,,,TAKEN_OUT
IL33_e,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,NFKB,unknown,Fake,6,,,TAKEN_OUT
IL33_e,STAT6,unknown,Fake,6,,,TAKEN_OUT
IL33_e,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IL33_e,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL4,unknown,Fake,6,,,TAKEN_OUT
IL33_e,STAT3,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL25,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL9,unknown,Fake,6,,,TAKEN_OUT
IL33_e,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL5,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL1R,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL6,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL17,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL4R,unknown,Fake,6,,,TAKEN_OUT
IL33_e,CD4,unknown,Fake,6,,,TAKEN_OUT
IL33_e,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,proliferation,unknown,Fake,6,,,TAKEN_OUT
IL33_e,NFAT,unknown,Fake,6,,,TAKEN_OUT
IL33_e,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IRAK,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL13,unknown,Fake,6,,,TAKEN_OUT
IL33_e,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL31,unknown,Fake,6,,,TAKEN_OUT
IL33_e,PRF1,unknown,Fake,6,,,TAKEN_OUT
IL33_e,ST2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,GZMB,unknown,Fake,6,,,TAKEN_OUT
IL33_e,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IL33_e,STAT5,unknown,Fake,6,,,TAKEN_OUT
IL33_e,TGFB,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL3,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL24,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IL33_e,GATA3,unknown,Fake,6,,,TAKEN_OUT
IL33_e,RORGT,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL10,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL23R,unknown,Fake,6,,,TAKEN_OUT
IL33_e,BCL6,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL6R,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL35,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL25R,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL2R,unknown,Fake,6,,,TAKEN_OUT
IL33_e,CMAF,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IFNG,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IL33_e,IL10R,unknown,Fake,6,,,TAKEN_OUT
IL13,IL21R,unknown,Fake,6,,,KEPT
IL13,IL12R,unknown,Fake,6,,,KEPT
IL13,IL18R,unknown,Fake,6,,,KEPT
IL13,IL12RB2,unknown,Fake,6,,,KEPT
IL13,JAK1,unknown,Fake,6,,,KEPT
IL13,IL21,unknown,Fake,6,,,KEPT
IL13,IL23,unknown,Fake,6,,,KEPT
IL13,TBET,unknown,Fake,6,,,KEPT
IL13,THPOK,unknown,Fake,6,,,KEPT
IL13,IL4RA_2,unknown,Fake,6,,,KEPT
IL13,STAT1,unknown,Fake,6,,,KEPT
IL13,IL33R,unknown,Fake,6,,,KEPT
IL13,IL22,unknown,Fake,6,,,KEPT
IL13,IFNGR_2,unknown,Fake,6,,,KEPT
IL13,IRF1,unknown,Fake,6,,,KEPT
IL13,STAT4,unknown,Fake,6,,,KEPT
IL13,IFNGR,unknown,Fake,6,,,KEPT
IL13,PU1,unknown,Fake,6,,,KEPT
IL13,EOMES,unknown,Fake,6,,,KEPT
IL13,CD8,unknown,Fake,6,,,KEPT
IL13,TBET_2,unknown,Fake,6,,,KEPT
IL13,NFKB,unknown,Fake,6,,,KEPT
IL13,STAT6,unknown,Fake,6,,,KEPT
IL13,SMAD3,unknown,Fake,6,,,KEPT
IL13,STAT1_2,unknown,Fake,6,,,KEPT
IL13,IL4,unknown,Fake,6,,,KEPT
IL13,STAT3,unknown,Fake,6,,,KEPT
IL13,IL25,unknown,Fake,6,,,KEPT
IL13,IL9,unknown,Fake,6,,,KEPT
IL13,TGFBR,unknown,Fake,6,,,KEPT
IL13,IL5,unknown,Fake,6,,,KEPT
IL13,IL1R,unknown,Fake,6,,,KEPT
IL13,IL6,unknown,Fake,6,,,KEPT
IL13,IL12RB1_2,unknown,Fake,6,,,KEPT
IL13,RUNX3,unknown,Fake,6,,,KEPT
IL13,IL17,unknown,Fake,6,,,KEPT
IL13,IL4R,unknown,Fake,6,,,KEPT
IL13,CD4,unknown,Fake,6,,,KEPT
IL13,SMAD2,unknown,Fake,6,,,KEPT
IL13,proliferation,unknown,Fake,6,,,KEPT
IL13,NFAT,unknown,Fake,6,,,KEPT
IL13,STAT5_2,unknown,Fake,6,,,KEPT
IL13,IRAK,unknown,Fake,6,,,KEPT
IL13,IL2,unknown,Fake,6,,,KEPT
IL13,IL2RA,unknown,Fake,6,,,KEPT
IL13,IL13,unknown,Fake,6,,,KEPT
IL13,FOXP3,unknown,Fake,6,,,KEPT
IL13,IL31,unknown,Fake,6,,,KEPT
IL13,PRF1,unknown,Fake,6,,,KEPT
IL13,ST2,unknown,Fake,6,,,KEPT
IL13,GZMB,unknown,Fake,6,,,KEPT
IL13,SOCS1,unknown,Fake,6,,,KEPT
IL13,STAT5,unknown,Fake,6,,,KEPT
IL13,TGFB,unknown,Fake,6,,,KEPT
IL13,IL4R_2,unknown,Fake,6,,,KEPT
IL13,IL2R_2,unknown,Fake,6,,,KEPT
IL13,IL3,unknown,Fake,6,,,KEPT
IL13,IL24,unknown,Fake,6,,,KEPT
IL13,IFNG_2,unknown,Fake,6,,,KEPT
IL13,GATA3,unknown,Fake,6,,,KEPT
IL13,RORGT,unknown,Fake,6,,,KEPT
IL13,IL10,unknown,Fake,6,,,KEPT
IL13,IL23R,unknown,Fake,6,,,KEPT
IL13,BCL6,unknown,Fake,6,,,KEPT
IL13,IL6R,unknown,Fake,6,,,KEPT
IL13,IL35,unknown,Fake,6,,,KEPT
IL13,IL25R,unknown,Fake,6,,,KEPT
IL13,IL2R,unknown,Fake,6,,,KEPT
IL13,CMAF,unknown,Fake,6,,,KEPT
IL13,IFNG,unknown,Fake,6,,,KEPT
IL13,IL1R1,unknown,Fake,6,,,KEPT
IL13,IL10R,unknown,Fake,6,,,KEPT
PRF1,IL21R,unknown,Fake,6,,,KEPT
PRF1,IL12R,unknown,Fake,6,,,KEPT
PRF1,IL18R,unknown,Fake,6,,,KEPT
PRF1,IL12RB2,unknown,Fake,6,,,KEPT
PRF1,JAK1,unknown,Fake,6,,,KEPT
PRF1,IL21,unknown,Fake,6,,,KEPT
PRF1,IL23,unknown,Fake,6,,,KEPT
PRF1,TBET,unknown,Fake,6,,,KEPT
PRF1,THPOK,unknown,Fake,6,,,KEPT
PRF1,IL4RA_2,unknown,Fake,6,,,KEPT
PRF1,STAT1,unknown,Fake,6,,,KEPT
PRF1,IL33R,unknown,Fake,6,,,KEPT
PRF1,IL22,unknown,Fake,6,,,KEPT
PRF1,IFNGR_2,unknown,Fake,6,,,KEPT
PRF1,IRF1,unknown,Fake,6,,,KEPT
PRF1,STAT4,unknown,Fake,6,,,KEPT
PRF1,IFNGR,unknown,Fake,6,,,KEPT
PRF1,PU1,unknown,Fake,6,,,KEPT
PRF1,EOMES,unknown,Fake,6,,,KEPT
PRF1,CD8,unknown,Fake,6,,,KEPT
PRF1,TBET_2,unknown,Fake,6,,,KEPT
PRF1,NFKB,unknown,Fake,6,,,KEPT
PRF1,STAT6,unknown,Fake,6,,,KEPT
PRF1,SMAD3,unknown,Fake,6,,,KEPT
PRF1,STAT1_2,unknown,Fake,6,,,KEPT
PRF1,IL4,unknown,Fake,6,,,KEPT
PRF1,STAT3,unknown,Fake,6,,,KEPT
PRF1,IL25,unknown,Fake,6,,,KEPT
PRF1,IL9,unknown,Fake,6,,,KEPT
PRF1,TGFBR,unknown,Fake,6,,,KEPT
PRF1,IL5,unknown,Fake,6,,,KEPT
PRF1,IL1R,unknown,Fake,6,,,KEPT
PRF1,IL6,unknown,Fake,6,,,KEPT
PRF1,IL12RB1_2,unknown,Fake,6,,,KEPT
PRF1,RUNX3,unknown,Fake,6,,,KEPT
PRF1,IL17,unknown,Fake,6,,,KEPT
PRF1,IL4R,unknown,Fake,6,,,KEPT
PRF1,CD4,unknown,Fake,6,,,KEPT
PRF1,SMAD2,unknown,Fake,6,,,KEPT
PRF1,proliferation,unknown,Fake,6,,,KEPT
PRF1,NFAT,unknown,Fake,6,,,KEPT
PRF1,STAT5_2,unknown,Fake,6,,,KEPT
PRF1,IRAK,unknown,Fake,6,,,KEPT
PRF1,IL2,unknown,Fake,6,,,KEPT
PRF1,IL2RA,unknown,Fake,6,,,KEPT
PRF1,IL13,unknown,Fake,6,,,KEPT
PRF1,FOXP3,unknown,Fake,6,,,KEPT
PRF1,IL31,unknown,Fake,6,,,KEPT
PRF1,PRF1,unknown,Fake,6,,,KEPT
PRF1,ST2,unknown,Fake,6,,,KEPT
PRF1,GZMB,unknown,Fake,6,,,KEPT
PRF1,SOCS1,unknown,Fake,6,,,KEPT
PRF1,STAT5,unknown,Fake,6,,,KEPT
PRF1,TGFB,unknown,Fake,6,,,KEPT
PRF1,IL4R_2,unknown,Fake,6,,,KEPT
PRF1,IL2R_2,unknown,Fake,6,,,KEPT
PRF1,IL3,unknown,Fake,6,,,KEPT
PRF1,IL24,unknown,Fake,6,,,KEPT
PRF1,IFNG_2,unknown,Fake,6,,,KEPT
PRF1,GATA3,unknown,Fake,6,,,KEPT
PRF1,RORGT,unknown,Fake,6,,,KEPT
PRF1,IL10,unknown,Fake,6,,,KEPT
PRF1,IL23R,unknown,Fake,6,,,KEPT
PRF1,BCL6,unknown,Fake,6,,,KEPT
PRF1,IL6R,unknown,Fake,6,,,KEPT
PRF1,IL35,unknown,Fake,6,,,KEPT
PRF1,IL25R,unknown,Fake,6,,,KEPT
PRF1,IL2R,unknown,Fake,6,,,KEPT
PRF1,CMAF,unknown,Fake,6,,,KEPT
PRF1,IFNG,unknown,Fake,6,,,KEPT
PRF1,IL1R1,unknown,Fake,6,,,KEPT
PRF1,IL10R,unknown,Fake,6,,,KEPT
IKB,IL21R,unknown,Fake,6,,,TAKEN_OUT
IKB,IL12R,unknown,Fake,6,,,TAKEN_OUT
IKB,IL18R,unknown,Fake,6,,,TAKEN_OUT
IKB,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
IKB,JAK1,unknown,Fake,6,,,TAKEN_OUT
IKB,IL21,unknown,Fake,6,,,TAKEN_OUT
IKB,IL23,unknown,Fake,6,,,TAKEN_OUT
IKB,TBET,unknown,Fake,6,,,TAKEN_OUT
IKB,THPOK,unknown,Fake,6,,,TAKEN_OUT
IKB,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
IKB,STAT1,unknown,Fake,6,,,TAKEN_OUT
IKB,IL33R,unknown,Fake,6,,,TAKEN_OUT
IKB,IL22,unknown,Fake,6,,,TAKEN_OUT
IKB,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
IKB,IRF1,unknown,Fake,6,,,TAKEN_OUT
IKB,STAT4,unknown,Fake,6,,,TAKEN_OUT
IKB,IFNGR,unknown,Fake,6,,,TAKEN_OUT
IKB,PU1,unknown,Fake,6,,,TAKEN_OUT
IKB,EOMES,unknown,Fake,6,,,TAKEN_OUT
IKB,CD8,unknown,Fake,6,,,TAKEN_OUT
IKB,TBET_2,unknown,Fake,6,,,TAKEN_OUT
IKB,STAT6,unknown,Fake,6,,,TAKEN_OUT
IKB,SMAD3,unknown,Fake,6,,,TAKEN_OUT
IKB,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
IKB,IL4,unknown,Fake,6,,,TAKEN_OUT
IKB,STAT3,unknown,Fake,6,,,TAKEN_OUT
IKB,IL25,unknown,Fake,6,,,TAKEN_OUT
IKB,IL9,unknown,Fake,6,,,TAKEN_OUT
IKB,TGFBR,unknown,Fake,6,,,TAKEN_OUT
IKB,IL5,unknown,Fake,6,,,TAKEN_OUT
IKB,IL1R,unknown,Fake,6,,,TAKEN_OUT
IKB,IL6,unknown,Fake,6,,,TAKEN_OUT
IKB,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
IKB,RUNX3,unknown,Fake,6,,,TAKEN_OUT
IKB,IL17,unknown,Fake,6,,,TAKEN_OUT
IKB,IL4R,unknown,Fake,6,,,TAKEN_OUT
IKB,CD4,unknown,Fake,6,,,TAKEN_OUT
IKB,SMAD2,unknown,Fake,6,,,TAKEN_OUT
IKB,proliferation,unknown,Fake,6,,,TAKEN_OUT
IKB,NFAT,unknown,Fake,6,,,TAKEN_OUT
IKB,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
IKB,IRAK,unknown,Fake,6,,,TAKEN_OUT
IKB,IL2,unknown,Fake,6,,,TAKEN_OUT
IKB,IL2RA,unknown,Fake,6,,,TAKEN_OUT
IKB,IL13,unknown,Fake,6,,,TAKEN_OUT
IKB,FOXP3,unknown,Fake,6,,,TAKEN_OUT
IKB,IL31,unknown,Fake,6,,,TAKEN_OUT
IKB,PRF1,unknown,Fake,6,,,TAKEN_OUT
IKB,ST2,unknown,Fake,6,,,TAKEN_OUT
IKB,GZMB,unknown,Fake,6,,,TAKEN_OUT
IKB,SOCS1,unknown,Fake,6,,,TAKEN_OUT
IKB,STAT5,unknown,Fake,6,,,TAKEN_OUT
IKB,TGFB,unknown,Fake,6,,,TAKEN_OUT
IKB,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
IKB,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
IKB,IL3,unknown,Fake,6,,,TAKEN_OUT
IKB,IL24,unknown,Fake,6,,,TAKEN_OUT
IKB,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
IKB,GATA3,unknown,Fake,6,,,TAKEN_OUT
IKB,RORGT,unknown,Fake,6,,,TAKEN_OUT
IKB,IL10,unknown,Fake,6,,,TAKEN_OUT
IKB,IL23R,unknown,Fake,6,,,TAKEN_OUT
IKB,BCL6,unknown,Fake,6,,,TAKEN_OUT
IKB,IL6R,unknown,Fake,6,,,TAKEN_OUT
IKB,IL35,unknown,Fake,6,,,TAKEN_OUT
IKB,IL25R,unknown,Fake,6,,,TAKEN_OUT
IKB,IL2R,unknown,Fake,6,,,TAKEN_OUT
IKB,CMAF,unknown,Fake,6,,,TAKEN_OUT
IKB,IFNG,unknown,Fake,6,,,TAKEN_OUT
IKB,IL1R1,unknown,Fake,6,,,TAKEN_OUT
IKB,IL10R,unknown,Fake,6,,,TAKEN_OUT
ST2,IL21R,unknown,Fake,6,,,TAKEN_OUT
ST2,IL12R,unknown,Fake,6,,,TAKEN_OUT
ST2,IL18R,unknown,Fake,6,,,TAKEN_OUT
ST2,IL12RB2,unknown,Fake,6,,,TAKEN_OUT
ST2,JAK1,unknown,Fake,6,,,TAKEN_OUT
ST2,IL21,unknown,Fake,6,,,TAKEN_OUT
ST2,IL23,unknown,Fake,6,,,TAKEN_OUT
ST2,TBET,unknown,Fake,6,,,TAKEN_OUT
ST2,THPOK,unknown,Fake,6,,,TAKEN_OUT
ST2,IL4RA_2,unknown,Fake,6,,,TAKEN_OUT
ST2,STAT1,unknown,Fake,6,,,TAKEN_OUT
ST2,IL22,unknown,Fake,6,,,TAKEN_OUT
ST2,IFNGR_2,unknown,Fake,6,,,TAKEN_OUT
ST2,IRF1,unknown,Fake,6,,,TAKEN_OUT
ST2,STAT4,unknown,Fake,6,,,TAKEN_OUT
ST2,IFNGR,unknown,Fake,6,,,TAKEN_OUT
ST2,PU1,unknown,Fake,6,,,TAKEN_OUT
ST2,EOMES,unknown,Fake,6,,,TAKEN_OUT
ST2,CD8,unknown,Fake,6,,,TAKEN_OUT
ST2,TBET_2,unknown,Fake,6,,,TAKEN_OUT
ST2,NFKB,unknown,Fake,6,,,TAKEN_OUT
ST2,STAT6,unknown,Fake,6,,,TAKEN_OUT
ST2,SMAD3,unknown,Fake,6,,,TAKEN_OUT
ST2,STAT1_2,unknown,Fake,6,,,TAKEN_OUT
ST2,IL4,unknown,Fake,6,,,TAKEN_OUT
ST2,STAT3,unknown,Fake,6,,,TAKEN_OUT
ST2,IL25,unknown,Fake,6,,,TAKEN_OUT
ST2,IL9,unknown,Fake,6,,,TAKEN_OUT
ST2,TGFBR,unknown,Fake,6,,,TAKEN_OUT
ST2,IL5,unknown,Fake,6,,,TAKEN_OUT
ST2,IL1R,unknown,Fake,6,,,TAKEN_OUT
ST2,IL6,unknown,Fake,6,,,TAKEN_OUT
ST2,IL12RB1_2,unknown,Fake,6,,,TAKEN_OUT
ST2,RUNX3,unknown,Fake,6,,,TAKEN_OUT
ST2,IL17,unknown,Fake,6,,,TAKEN_OUT
ST2,IL4R,unknown,Fake,6,,,TAKEN_OUT
ST2,CD4,unknown,Fake,6,,,TAKEN_OUT
ST2,SMAD2,unknown,Fake,6,,,TAKEN_OUT
ST2,proliferation,unknown,Fake,6,,,TAKEN_OUT
ST2,NFAT,unknown,Fake,6,,,TAKEN_OUT
ST2,STAT5_2,unknown,Fake,6,,,TAKEN_OUT
ST2,IRAK,unknown,Fake,6,,,TAKEN_OUT
ST2,IL2,unknown,Fake,6,,,TAKEN_OUT
ST2,IL2RA,unknown,Fake,6,,,TAKEN_OUT
ST2,IL13,unknown,Fake,6,,,TAKEN_OUT
ST2,FOXP3,unknown,Fake,6,,,TAKEN_OUT
ST2,IL31,unknown,Fake,6,,,TAKEN_OUT
ST2,PRF1,unknown,Fake,6,,,TAKEN_OUT
ST2,ST2,unknown,Fake,6,,,TAKEN_OUT
ST2,GZMB,unknown,Fake,6,,,TAKEN_OUT
ST2,SOCS1,unknown,Fake,6,,,TAKEN_OUT
ST2,STAT5,unknown,Fake,6,,,TAKEN_OUT
ST2,TGFB,unknown,Fake,6,,,TAKEN_OUT
ST2,IL4R_2,unknown,Fake,6,,,TAKEN_OUT
ST2,IL2R_2,unknown,Fake,6,,,TAKEN_OUT
ST2,IL3,unknown,Fake,6,,,TAKEN_OUT
ST2,IL24,unknown,Fake,6,,,TAKEN_OUT
ST2,IFNG_2,unknown,Fake,6,,,TAKEN_OUT
ST2,GATA3,unknown,Fake,6,,,TAKEN_OUT
ST2,RORGT,unknown,Fake,6,,,TAKEN_OUT
ST2,IL10,unknown,Fake,6,,,TAKEN_OUT
ST2,IL23R,unknown,Fake,6,,,TAKEN_OUT
